Product,Product_Description
305790001,"0305790001      (Oncorhynchus Nerka, Oncorhynchus Gorbuscha, Oncorhynchus Keta, Oncorhyncus Tschawytscha, Oncorhynchus"
305640000,"0305640000 Tilapias, Catfish, Carp, Eels, Nile Perch And Snakeheads, Salted Or In Brine, But Not Dried Or Smoked; Other Than Edible Fish Offal"
305640010,"0305640010 Carp (Cyprinus Carpio, Carassius Carassius, Ctenopharyngodon Idellus, Hypophthalmichthys Spp., Cirrhinus Spp., Mylopharyngodon Piceus)"
305640020,"0305640020 Tilapias, Carp, Eels, Nile Perch And Snakeheads, Salted Or In Brine"
305640085,"0305640085 Tilapias (Oreochromis Spp.), Catfish, Carp, Eels (Anguilla Spp.), Nile Perch (Lates Niloticus) And Snakeheads (Channa Spp.), Salted Or In Brine, But Not Dried Or Smoked (Excluding Fillets, Livers, Roes, Milt, Edible Offal And Hs 030510)"
305641000,"0305641000 Tilapia, Catfish, Carp, Eels, Nile Perch And Snakehead Flours,Etc,Conts Weigh W/Their Contnts 6.8 Kg Or Less Each, Salt But Not Dried/Smoked; In Brine"
305645000,"0305645000 Tilapia, Carfish, Carp, Eels, Nile Perch, Snakehead , Salted But Not Dried Or Smoked; In Brine, Other Than Edible Fish Offal, Nesoi"
305691000,"0305691000 Fish, Salmon, Salted Or In Brine Fish, Salmon, Salted Or In Brine"
305691002,0305691002 Salmon
305694000,"0305694000 Salmon, Salted But Not Dried Or Smoked; In Brine"
305720001,"0305720001 De Salmones Del Pacfico (Oncorhynchus Nerka, Oncorhynchus Gorbuscha, Oncorhynchus Keta, Oncorhynchus Tschawytscha, Oncorhyn"
305791200,"0305791200 De saumons de lAtlantique (Salmo salar), fumes"
3061500,03061500 Camarones
306130000,"0306130000 Shrimps And Prawns, Including In Shell, Cooked By Steaming Or By Boiling In Water, Frozen"
306141001,0306141001 Mud Crab (Scylla Serrata)
306142100,"0306142100 Swamp Crabs (Scylla Spp.), Not Smoked, Frozen"
306149001,0306149001 Mud Crab (Scylla Serrata)
306169000,0306169000 Cola De Camaron De Mar Congelado
306169100,0306169100 Shrimps Of The Species Crangon Crangon
306170000,"0306170000 Crustaceans; Frozen, Shrimps And Prawns, Excluding Cold-Water Varieties, In Shell Or Not,Smoked, Cooked Or Not Before Or During Smoking; In Shell, Cooked By Steaming Or ByBoiling In Water"
306170010,"0306170010 Striped Prawm (Kuruma Prawn), Frozen, Smoked Included"
306170011,"0306170011 O Shrimps And Prawns,Frozen,O/T Cold-Water, In Shell, Numbering < 33 Per Kg"
306170013,"0306170013 Shrimps And Prawns, Frozen, O/T Cold-Water, In Shell, Numbering 46 To 55 Per Kg"
306170014,"0306170014 Shrimps And Prawns, Frozen, O/T Cold-Water, In Shell, Numbering 56 To 66 Per Kg"
306170016,"0306170016 Shrimps And Prawns, Frozen, O/T Cold-Water, In Shell, Numbering 89 To 110 Per Kg"
306170017,"0306170017 Shrimps And Prawns, Frozen, O/T Cold-Water, In Shell, Numbering 111 To 132 Per Kg"
306170019,"0306170019 Shrimps And Prawns, Frozen, O/T Cold-Water, In Shell, Numbering > 154 Per Kg"
306170020,"0306170020 Grass Shrimp, (Giant Tiger Prawn), Frozen, Smoked Included"
306170030,"0306170030 Sand Shrimp, (Speekled Shrimp), Frozen, Smoked Included"
306170033,"0306170033 Frozen, Farmed Shrimps And Prawns (Excl. Cold-Water Shrimps And Prawns), Uncooked, Whether In Shell Or Not"
306170040,"0306170040 Shrimps And Prawns, Frozen, Peeled, Imported In Accordance With Statistical Note 1 To This Chapter, Other Than Cold-Water"
306170051,"0306170051 Whiteleg Shrimp (Penaeus Vannamei), Frozen, Smoked Included"
306170052,"0306170052 Giant Freshwater Prawn (Macrobrachium Rosenbergii), Frozen, Smoked Included"
306170090,"0306170090 Other Shrimps And Prawns, Frozen, Nes"
3061712,03061712 Camarn Ecuatoriano (Penaeus Vannamei )
306172000,0306172000 Whiteleg Shrimps (Liptopenaeus Vannamei)
30617190001,"030617190001 Camarones De Oc?anos, Congelados"
306173000,0306173000 Giant River Prawns (Macrobrachium Rosenbergii)
306179200,0306179200 Shrimps Of The Genus Penaeus
306179220,"0306179220 Frozen Shrimps Of The Genus [Penaeus], Even In Shell, Incl. Shrimps In Shell, Cooked By Steaming Or By Boiling In Water (Excl. Smoked)"
306179221,"0306179221 Frozen Shrimps Of The Genus [Penaeus], Even In Shell, Incl. Shrimps In Shell, Cooked By Steaming Or By Boiling In Water (Excl. Smoked)"
306179229,"0306179229 Frozen Shrimps Of The Genus [Penaeus], Even In Shell, Incl. Shrimps In Shell, Cooked By Steaming Or By Boiling In Water (Excl. Smoked)"
306179290,"0306179290 Frozen Shrimps Of The Genus Penaeus, Even In Shell, Incl. Shrimps In Shell, Cooked By Steaming Or By Boiling In Water (Excl. Smoked)"
306179291,"0306179291 Frozen Shrimps Of The Genus [Penaeus], Even In Shell, Incl. Shrimps In Shell, Cooked By Steaming Or By Boiling In Water (Excl. Smoked)"
306179299,"0306179299 Frozen Shrimps Of The Genus [Penaeus], Even In Shell, Incl. Shrimps In Shell, Cooked By Steaming Or By Boiling In Water (Excl. Smoked)"
306179910,"0306179910 Frozen Shrimps And Prawns, Even In Shell, Incl. Shrimps And Prawns In Shell, Cooked By Steaming Or By Boiling In Water (Excl. Smoked And [Pandalidae], [Crangon], Deepwater Rose Shrimps [Parapenaeus Longirostris] And Shrimps Of The Genus [Penaeus])"
306179911,"0306179911 Frozen Shrimps And Prawns, Even In Shell, Incl. Shrimps And Prawns In Shell, Cooked By Steaming Or By Boiling In Water (Excl. Smoked And [Pandalidae], [Crangon], Deepwater Rose Shrimps [Parapenaeus Longirostris] And Shrimps Of The Genus [Penaeus])"
306179999,"0306179999 Frozen Shrimps And Prawns, Even In Shell, Incl. Shrimps And Prawns In Shell, Cooked By Steaming Or By Boiling In Water (Excl. Smoked And [Pandalidae], [Crangon], Deepwater Rose Shrimps [Parapenaeus Longirostris] And Shrimps Of The Genus [Penaeus])"
306190010,"0306190010 Crawfish, Freshwater, Frozen; Flours, Meals And Pellets Fit For Human Consumption"
306210000,"0306210000 Rock Lobster And Other Sea Crawfish, Not Frozen"
306212000,"0306212000 Sea Crawfish, Live, Fresh Or Chilled Sea Crawfish, Live, Fresh Or Chilled"
306213000,"0306213000 Rock Lobsters And Other Sea Crawfish, Fresh Or Chilled"
306230000,"0306230000 Shrimps And Prawns, Including In Shell, Fresh, Chilled, Dried, Salted Or In Brine"
306241001,0306241001 Mud Crab (Scylla Serrata)
306242110,"0306242110 Swamp Crabs, Live Swamp Crabs, Live"
306270000,"0306270000 Shrimps And Prawns, Including In Shell, Fresh, Chilled, Dried, Salted Or In Brine, Nesoi"
306271100,0306271100 Giant Tiger Prawns (Penaeus Monodon)
306271200,0306271200 Whiteleg Shrimps (Litopenaeus Vannamei)
306271900,"0306271900 Crustaceans; Whole, Cooked, Shrimps And Prawns Excluding Cold-Water Varieties, In Shell,Cooked By Steaming Or By Boiling In Water"
306271911,"0306271911 Striped Prawn , Live"
306271922,"0306271922 Grass Shrimp, Fresh Or Chilled"
306271991,"0306271991 Other Shrimps And Prawns, Live"
306271992,"0306271992 Other Shrimps And Prawns, Fresh Or Chilled"
306272100,0306272100 Giant Tiger Prawns (Penaeus Monodon)
306272200,0306272200 Whiteleg Shrimps (Litopenaeus Vannamei)
306273100,0306273100 Giant Tiger Prawns (Penaeus Monodon)
306273200,0306273200 Whiteleg Shrimps (Litopenaeus Vannamei)
306273900,0306273900 Giant Freshwater Prawn
306274190,"0306274190 Other Shrimps And Prawns: Dried: In Airtight Containers: O/T In Shell, Cooked By Steaming Or Boiling In Water"
306291210,"0306291210 Sea Crawfish, Live"
306310020,"0306310020 Rock Lobster And Other Sea Crawfish, Fresh Or Chilled"
306332110,"0306332110 Swamp Crabs (Scylla Spp.), Live"
3062701,03062701 Reproductores Y Postlarvas De Camarones Peneidos Y Langostinos Para Acuacultura
306351000,"0306351000 Shrimps [Crangon Crangon], Whether In Shell Or Not, Fresh Or Chilled"
306355000,0306355000 Live Shrimps [Crangon Crangon]
306360000,0306360000 Other Shrimps And Prawns
306360010,"0306360010 Shrimps And Prawns, O/T Cold-Water, In Shell, Live, Fresh Or Chilled"
306360019,"0306360019 Crustaceans; Fresh Or Chilled, Shrimps And Prawns, Excluding Cold-Water Varieties, In Shell Or Not"
306360020,"0306360020 Shrimps And Prawns, O/T Cold-Water, Shelled, Fresh Or Chilled"
306360040,"0306360040 Shrimps And Prawns, Fresh Or Chilled, Peeled, Other Than Cold-Water"
306361100,0306361100 Giant Tiger Prawns (Penaeus Monodon)
306361200,0306361200 Whiteleg Shrimps (Litopenaeus Vannamei)
306361300,0306361300 Giant River Prawns (Macrobrachium Rosenbergii)
306362011,"0306362011 Striped Prawn , Live"
306362012,"0306362012 Striped Prawn, (Kuruma Prawn), Fresh Or Chilled"
306362021,"0306362021 Grass Shrimp , Live"
306362022,"0306362022 Grass Shrimp, Fresh Or Chilled"
306362041,"0306362041 Whiteleg Shrimp (Penaeus Vannamei), Live"
306362042,"0306362042 Whiteleg Shrimp (Penaeus Vannamei), Fresh Or Chilled"
306362052,"0306362052 Giant Freshwater Prawn (Macrobrachium Rosenbergii), Fresh Or Chilled"
306362060,"0306362060 Ornamental Shrimps And Prawns, Live (Atyopsis Spp., Caridina Spp., Neocaridina Spp., Stenopus Spp., Lysmata Spp., Rhynchocinetes Spp.)"
306362081,0306362081 Grass Shrimp Spawner
306362089,"0306362089 Other Prawns, Spawner"
306362091,"0306362091 Other Shrimps And Prawns, Live"
306362092,"0306362092 Other Shrimps And Prawns, Fresh Or Chilled"
306362100,0306362100 Giant Tiger Prawns (Penaeus Monodon)
306362200,0306362200 Whiteleg Shrimps (Litopenaeus Vannamei)
306362300,"0306362300 Other Shrimps And Prawns Other, Live Giant River Prawns (Macrobrachium Rosenbergii)"
306363100,0306363100 Giant Tiger Prawns (Penaeus Monodon)
306363200,0306363200 Whiteleg Shrimps (Litopenaeus Vannamei)
306363300,0306363300 Giant River Prawns (Macrobrachium Rosenbergii)
306369000,"0306369000 Shrimps And Prawns, Whether In Shell Or Not, Live, Fresh Or Chilled (Excl. [Pandalidae] And [Crangon])"
306369020,"0306369020 Shrimps And Prawns, Whether In Shell Or Not, Live, Fresh Or Chilled (Excl. [Pandalidae] And [Crangon])"
306369030,"0306369030 Shrimps And Prawns, Whether In Shell Or Not, Live, Fresh Or Chilled (Excl. [Pandalidae] And [Crangon])"
306369090,"0306369090 Shrimps And Prawns, Whether In Shell Or Not, Live, Fresh Or Chilled (Excl. [Pandalidae] And [Crangon])"
306369200,0306369200 Los Dems Camarones De Ro De Los Gneros Macrobrachium
306392010,"0306392010 Sea Crawfish , Live"
306392020,"0306392020 Sea Crawfish Or Crawfish, Fresh Or Chilled"
306910000,"0306910000 Rock Lobster & Other Sea Crawfish,Dried/Salted/Brine/Smoked/Cooked,W/N In Shell"
306950000,"0306950000 Shrimps And Prawns, Dried/Salted/In Brine/Smoked/Cooked, W/N In Shell"
306950015,"0306950015 Dried, Salted, In Brine, Or Smoked Shrimps And Prawns (Excluding Frozen, Live, Fresh Or Chilled), Whether In Shell Or Not"
306950020,"0306950020 Shrimps And Prawns, Shell-On, Nesoi"
306950040,"0306950040 Shrimps And Prawns, Peeled, Nesoi"
306951100,"0306951100 Shrimp Skin (Sergestidae), Dried , But Not Smoked"
306951900,"0306951900 Shrimps [Crangon Crangon], Whether In Shell Or Not, Dried, Salted, Smoked Or In Brine (Excl. Cooked By Steaming Or By Boiling In Water)"
306951990,"0306951990 Other Shrimps And Prawns, Dried, Salted Or In Brine, But Not Smoked"
306952090,"0306952090 Other Shrimps And Prawns, Smoked"
306952100,"0306952100 Shrimps And Prawns: In Airtight Containers For Retail Sale: In Shell, Cooked By Steaming Or Boiling In Water"
306952900,"0306952900 Crustaceans; Shrimps And Prawns, Other Than Smoked Or Whole, Cooked"
306959000,"0306959000 Shrimps And Prawns, Whether In Shell Or Not, Dried, Salted, Smoked Or In Brine, Incl. Ones In Shell, Cooked By Steaming Or By Boiling In Water (Excl. [Pandalidae] And [Crangon])"
306959090,"0306959090 Shrimps And Prawns, Whether In Shell Or Not, Dried, Salted, Smoked Or In Brine, Incl. Ones In Shell, Cooked By Steaming Or By Boiling In Water (Excl. [Pandalidae] And [Crangon])"
307101000,"0307101000 Oysters in shell, live, fresh, chilled or frozen"
307110010,"0307110010 Live, Fresh Or Chilled Oysters, Whether In Shell Or Not"
307110015,"0307110015 Molluscs; New Zealand Dredge Oysters (Ostrea Chilensis, Tiostrea Chilensis), Whether Inshell Or Not, Farmed, Fresh Or Chilled, Whole"
307110017,"0307110017 Molluscs; New Zealand Dredge Oysters (Ostrea Chilensis, Tiostrea Chilensis), Whether Inshell Or Not, Farmed, Fresh Or Chilled, Half-Shell"
307110019,"0307110019 Molluscs; New Zealand Dredge Oysters (Ostrea Chilensis, Tiostrea Chilensis), Whether Inshell Or Not, Farmed, Fresh Or Chilled, Meat"
307110020,0307110020 Seed Oysters
307110031,"0307110031 Molluscs; Pacific Oysters (Crassostrea Gigas), Whether In Shell Or Not, Live"
307110035,"0307110035 Molluscs; Pacific Oysters (Crassostrea Gigas), Whether In Shell Or Not, Fresh Or Chilled,Whole"
307110037,"0307110037 Molluscs; Pacific Oysters (Crassostrea Gigas), Whether In Shell Or Not, Fresh Or Chilled,Half-Shell"
307110039,"0307110039 Molluscs; Pacific Oysters (Crassostrea Gigas), Whether In Shell Or Not, Fresh Or Chilled,Meat"
307110040,"0307110040 Oysters Except Seed, Live, Fresh Or Chilled"
307110041,"0307110041 Molluscs; Rock Oysters (Saccostrea Cuccullatta, Saccostrea Glomerata), Whether In Shell Ornot, Live"
307110049,"0307110049 Molluscs; Rock Oysters (Saccostrea Cuccullatta, Saccostrea Glomerata), Whether In Shell Ornot, Fresh Or Chilled, Meat"
307110060,"0307110060 Oysters, Farmed, Live, Fresh Or Chilled, Except Seed Oysters"
307111000,"0307111000 Oysters In Shell, Live, Fresh Or Chilled"
306361920,0306361920 Litopenaeus Vannamei
307112000,"0307112000 Oysters, Shelled, Fresh Or Chilled"
307119010,"0307119010 Oysters, Even In Shell, Live, Fresh Or Chilled (Excl. Live Flat Oysters Ostrea Weighing Incl. Shell <= 40 G)"
307119090,"0307119090 Oysters, Even In Shell, Live, Fresh Or Chilled (Excl. Live Flat Oysters Ostrea Weighing Incl. Shell <= 40 G)"
307120011,"0307120011 Frozen Oysters, Whether In Shell Or Not"
307120013,"0307120013 Molluscs; New Zealand Dredge Oysters (Ostrea Chilensis, Tiostrea Chilensis), Farmed, Frozen, Half-Shell"
307120019,"0307120019 Molluscs; New Zealand Dredge Oysters (Ostrea Chilensis, Tiostrea Chilensis), Farmed, Frozen, Meat"
307120031,"0307120031 Molluscs; Pacific Oysters (Crassostrea Gigas), Frozen, Whole"
307120033,"0307120033 Molluscs; Pacific Oysters (Crassostrea Gigas), Frozen, Half-Shell"
307120039,"0307120039 Molluscs; Pacific Oysters (Crassostrea Gigas), Frozen, Meat"
307120059,"0307120059 Molluscs; Rock Oysters (Saccostrea Cuccullatta, Saccostrea Glomerata), Dried, Salted, In Brine, Or Smoked, Cooked Or Not Before Or During The Smoking"
307120060,0307120060 Frozen Oysters
307120080,"0307120080 Frozen Oysters, Nesoi"
307121000,"0307121000 Oysters, Frozen, Smoked, W/N Cooked Before/During Smoking, W/N In Shell"
307190000,"0307190000 Oysters, Frozen, Dried, Salted Or In Brine"
307190010,"0307190010 Molluscs; New Zealand Dredge Oysters (Ostrea Chilensis, Tiostrea Chilensis), Whether InShell Or Not, Farmed, Frozen, Whole"
307190011,"0307190011 Oysters, Whether In Shell Or Not, Frozen, Dried, Salted, In Brine Or Smoked, Whether Or Not Cooked Before Or During The Smoking Process"
307190012,"0307190012 Oysters, Whether In Shell Or Not, Dried, Salted, In Brine Or Smoked, Whether Or Not Cooked Before Or During The Smoking Process"
307190053,"0307190053 Molluscs; Pacific Oysters (Crassostrea Gigas), Dried, Salted, In Brine, Or Smoked, Cooked Or Not Before Or During The Smoking"
307190069,"0307190069 Molluscs; Oysters, Other Than New Zealand Dredge (Ostrea Chilensis, Tiostrea Chilensis), Pacific (Crassostrea Gigas), Or Rock (Saccostrea Cuccullatta, Saccostrea Glomerata), Other Than Live, Fresh Or Chilled"
307190100,"0307190100 Oysters, Dried, Salted Or In Brine"
307190160,"0307190160 Oysters, Farmed, Other Than Live, Fresh Or Chilled"
307193010,0307193010 Oysters: Other: Smoked: In Airtight Containers
307210000,"0307210000 Scallops, Including Queen Scallops, Of The Genera Pecten, Chlamys Or Placopecten, Live, Fresh Or Chilled"
307210001,"0307210001 Molluscs; Scallops (Including Queen Scallops Of The Genera Pecten, Chlamys Or Placopecten), Live"
307210009,"0307210009 Molluscs; Scallops (Including Queen Scallops Of The Genera Pecten, Chlamys Or Placopecten), Meat, Fresh Or Chilled"
307210010,"0307210010 Scallops, Including Queen Scallops, In Shell, Live, Fresh Or Chilled"
307210011,"0307210011 Live, Fresh Or Chilled Scallops, Incl. Queen Scallops, Of The Genera Pecten, Chlamys Or Placopecten, With Or Without Shell"
307210014,"0307210014 Scallops (incl. queen scallops, of the genera Pecten, Chlamys or Placopecten), live, fresh, or chilled"
307210019,"0307210019 Molluscs; Scallops (Including Queen Scallops Of The Genera Pecten, Chlamys Or Placopecten), (Not Meat), Fresh Or Chilled, (Whether In Shell Or Not)"
307210091,"0307210091 Live, Fresh Or Chilled Scallops, Incl. Queen Scallops, Of The Genera Pecten, Chlamys Or Placopecten, With Or Without Shell"
307210099,"0307210099 Live, Fresh Or Chilled Scallops, Incl. Queen Scallops, Of The Genera Pecten, Chlamys Or Placopecten, With Or Without Shell"
307211000,"0307211000 Scallops, Live"
307212000,"0307212000 Scallops, Fresh Or Chilled"
307220015,"0307220015 Frozen Scallops (Incl. Queen Scallops Of The Genera Pecten, Chlamys Or Placopecten), Whether In Shell Or Not"
307229000,"0307229000 Scallops, Incl. Queen Scallops, Of The Genera Pecten, Chlamys Or Placopecten, Frozen, Even In Shell (Excl. Coquilles St Jacques [Pecten Maximus])"
307229090,"0307229090 Scallops, Including Queen Scallops,Frozen,Other"
307290000,"0307290000 Scallops, Including Queen Scallops, Of The Genera Pecten, Chlamys Or Placopecten, Frozen, Dried, Salted Or In Brine"
307290036,"0307290036 Scallops (Incl. Queen Scallops Of The Genera Pecten, Chlamys Or Placopecten), Whether In Shell Or Not, Dried, Salted, In Brine Or Smoked, Whether Or Not Cooked Before Or During The Smoking Process"
307290100,"0307290100 Scallops, Including Queen Scallops, Of The Genera Pecten, Chlamys Or Placopecten, Dried, Salted Or In Brine"
307291000,"0307291000 Scallops, Including Queen Scallops, Shelled Or Not, Frozen"
307292000,"0307292000 Scallops, including queen scallops, dried, salted or in brine"
307292010,"0307292010 Scallops (Include Full Shell Fish And Compoy), Dried Scallops (Include Full Shell Fish And Compoy), Dried"
307292020,"0307292020 Scallops (Include Full Shell Fish And Compoy), Salted Or In Brine Scallops (Include Full Shell Fish And Compoy), Salted Or In Brine"
307310000,"0307310000 Mussels (Mytilus Spp., Perna Spp.), Live, Fresh Or Chilled"
307310002,"0307310002 Molluscs; Mussels (Mytilus Spp., Perna Spp.), Live"
307310010,"0307310010 Mussels (Mytilus Spp., Perna Spp.), Farmed, Live, Fresh Or Chilled"
307310011,"0307310011 Molluscs; Mussels (Mytilus Spp., Perna Spp.), Whole, Chilled"
307310016,"0307310016 Mussels, live, fresh or chilled"
307310021,"0307310021 Molluscs; Mussels (Mytilus Spp., Perna Spp.), Fresh Or Chilled, Half-Shell"
307310031,"0307310031 Molluscs; Mussels (Mytilus Spp., Perna Spp.), Fresh Or Chilled, Meat"
307310039,"0307310039 Molluscs; Mussels (Mytilus Spp., Perna Spp.), Other Than Live Or Chilled"
307311000,"0307311000 Mussels (Mytilus Spp., Perna Spp.): Live, Fresh Or Chilled: Live"
307311010,"0307311010 Mussels Mytilus Spp., Live, Fresh Or Chilled, With Or Without Shell"
307311090,"0307311090 Mussels Mytilus Spp., Live, Fresh Or Chilled, With Or Without Shell"
307312000,"0307312000 Mussels, Fresh Or Chilled"
307319010,"0307319010 Mussels Perna Spp., Live, Fresh Or Chilled, With Or Without Shell"
307319090,"0307319090 Mussels Perna Spp., Live, Fresh Or Chilled, With Or Without Shell"
307320010,"0307320010 Molluscs; Mussels (Mytilus Spp., Perna Spp.), Whether In Shell Or Not, Frozen, Whole"
307320013,"0307320013 Molluscs; Mussels (Mytilus Spp., Perna Spp.), Whether In Shell Or Not, Frozen, Half-Shell, 45 Mussels Or More Per Kg"
307320015,"0307320015 Molluscs; Mussels (Mytilus Spp., Perna Spp.), Whether In Shell Or Not, Frozen, Half-Shell, Less Than 45 Mussels Per Kg"
307320017,"0307320017 Frozen Mussels (Mytilus Spp., Perna Spp.), Whether In Shell Or Not"
307320019,"0307320019 Molluscs; Mussels (Mytilus Spp., Perna Spp.), Whether In Shell Or Not, Frozen, Meat"
307321000,"0307321000 Mussels, Frozen, Smoked, W/N Cooked Before/During Smoking, W/N In Shell"
307321090,"0307321090 Mussels Of The Genus Mytilus Spp.,Frozen,Other"
307329000,"0307329000 Mussels, Frozen, Other Than Smoked, Whether In Shell Or Not"
307390000,"0307390000 Mussels (Mytilus Spp., Perna Spp.), Frozen, Dried, Salted Or In Brine"
307390023,"0307390023 Molluscs; Mussels (Mytilus Spp., Perna Spp.), Whether In Shell Or Not, Freeze-Dried Powder"
307390025,"0307390025 Molluscs; Mussels (Mytilus Spp., Perna Spp.), Whether In Shell Or Not, Smoked, Cooked Or Not Before Or During The Smoking Process"
307390038,"0307390038 Mussels (Mytilus Spp., Perna Spp.), Whether In Shell Or Not, Dried, Salted, In Brine Or Smoked, Whether Or Not Cooked Before Or During The Smoking Process"
307390049,"0307390049 Molluscs; Mussels (Mytilus Spp., Perna Spp.), Whether In Shell Or Not, Dried, Salted Or In Brine"
307390100,"0307390100 Mussels (Mytilus Spp., Perna Spp.), Dried, Salted Or In Brine"
307392010,"0307392010 Mussels (Mytilus Spp., Perna Spp.): Other: Dried, Salted Or In Brine; Smoked: Dried, Salted Or In Brine"
307392090,"0307392090 Mussels,Mytilus,Other"
307392100,"0307392100 Mussels (Mytilus Spp., Perna Spp.), Dried Mussels (Mytilus Spp., Perna Spp.), Dried"
307392900,"0307392900 Mussels (Mytilus Spp. Perna Spp.), Salted Or In Brine Mussels (Mytilus Spp. Perna Spp.), Salted Or In Brine"
307394000,"0307394000 Mussels, Smoked"
307398000,"0307398000 Mussels [Perna Spp.], Smoked, Dried, Salted Or In Brine, Even In Shell"
307398090,"0307398090 Mussels,Of The Genus Perna Spp.,Other"
306951000,"0306951000 Otros Camarones Y Langostinos, Excepto De Agua Fra Y Sin Congelar"
3071220,03071220 Ostras Del Pacfico (Crassostrea Gigas)
3071920,03071920 Oyster Dried Salted Or In Brine
307710015,"0307710015 Molluscs; Clams, Other Than Cockles And Tuatua, Whether In Shell Or Not, Chilled"
307710019,"0307710019 Molluscs; Clams, Cockles And Ark Shells (Families Arcidae, Arcticidae, Cardiidae,Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae,Solenidae, Tridacnidae And Veneridae), Whether In Shell Or Not, Live Or Fresh"
307710028,"0307710028 Live, Fresh Or Chilled Clams, Cockles & Ark Shells (Families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae And Veneridae), Whether In Shell Or Not"
307713010,"0307713010 Hard Clam, (Meretrix Lusoria, Ruditapes Variegatus, Paphia Amabilis, Tapes Literatus), Live"
307713020,"0307713020 Hard Clam, (Meretrix Lusoria, Ruditapes Variegatus, Paphia Amabilis, Tapes Literatus), Fresh Or Chilled"
307720015,"0307720015 Molluscs; Clams, Other Than Cockles And Tuatua, Whether In Shell Or Not, Frozen"
307720029,"0307720029 Frozen Clams, Cockles & Ark Shells (Families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae And Veneridae), Whether In Shell Or Not"
307729090,"0307729090 Other Clams, Cockles And Ark Shells, Frozen, But Not Smoked"
30731100000,030731100000 Mytilus Cinsi Midyeler (Canl/Taze/Soutulmu)
307791000,"0307791000 Clams, Cockles And Ark Shells, Smoked"
307791990,"0307791990 Other Clams, Cockles And Ark Shells, Frozen, But Not Smoked"
307792029,"0307792029 Clams, Cockles And Ark Shells: Other: Dried, Salted Or In Brine; Smoked: Smoked: O/T In Airtight Containers"
307794000,"0307794000 Clams, Cockles And Ark Shells, Smoked"
307329100,0307329100  Mytilus Spp 
30739100000,030739100000 Mytilus Cinsi Midyeler (Dier Hallerde)
30739200000,"030739200000 Midyeler (Mytilus Cinsi); Ilem Grm (Kurutulmu, Tuzlanm, Salamura Edilmi Veya Ttslenmi)"
307912003,0307912003 Sea Cucumber
307399100,0307399100  Mytilus Spp 
307920060,"0307920060 Frozen Molluscs (Excluding Oysters, Scallops, Mussels, Cuttlefish, Squid, Octopus, Snails Other Than Sea Snails, Clams, Cockles, Ark Shells, Abalone And Stromboid Conchs), Whether In Shell Or Not"
307999003,0307999003 Jellyfish
308110000,"0308110000 Sea Cucumbers, Fit For Human Consumption, Live, Fresh Or Chilled"
308110041,"0308110041 Live, Fresh Or Chilled Sea Cucumbers (Stichopus Japonicus, Holothurioidea)"
308111000,"0308111000 Sea Cucumbers (Stichopus Japonicus, Holothurloldea), Live"
308112000,"0308112000 Sea Cucumbers (Stichopus Japonicus, Holothurloldea), Fresh Or Chilled"
308119000,"0308119000 Other Sea Cucumbers, Live, Fresh Or Chilled"
308120042,"0308120042 Frozen Sea Cucumbers (Stichopus Japonicus, Holothurioidea)"
308121000,"0308121000 Sea Cucumbers, Frozen, Smoked,W/N Cooked Before Or During Smoking"
308129000,"0308129000 Sea Cucumbers, Frozen, Other Than Smoked"
308190000,"0308190000 Sea Cucumbers, Including Flours, Meals And Pellets Fit For Human Consumption, Nesoi"
308190043,"0308190043 Sea Cucumbers (Stichopus Japonicus, Holothurioidea), Dried, Salted, In Brine Or Smoked, Whether Or Not Cooked Before Or During The Smoking Process"
308190100,"0308190100 Sea Cucumbers, Including Flours, Meals And Pellets Fit For Human Consumption, Nesoi"
308192100,"0308192100 Sea Cucumbers, Spiky, Dried, But Not Smoked"
308192200,"0308192200 Sea Cucumbers, Not Spiky, Dried, But Not Smoked"
308199000,"0308199000 Aquatic Invertebrates; Sea Cucumbers (Stichopus Japonicus, Holothurioidea), Dried, SaltedOr In Brine"
308199010,"0308199010 Aquatic Invertebrates; Sea Cucumbers (Stichopus Japonicus, Holothuroidea), Dried, Salted Or In Brine"
308300000,"0308300000 Jellyfish, Fit For Human Consupmtion, Including Flours, Meals And Pellets"
308300056,"0308300056 Jellyfish (Rhopilema Spp.), Live, Fresh, Chilled, Frozen, Dried, Salted, In Brine Or Smoked, Whether Or Not Cooked Before Or During The Smoking Process"
308301900,"0308301900 Other Jellyfish, Live, Fresh Or Chilled"
308303020,"0308303020 Jellyfish, Dried, Salted Or In Brine, But Not Smoked"
308308000,"0308308000 Live, Fresh, Chilled, Smoked, Dried, Salted Or In Brine, Jellyfish Rhopilema Spp."
308309000,"0308309000 Jellyfish, Live, Fresh, Chilled, Frozen, Dried, Salted Or In Brine"
307710010,"0307710010 Molluscs; Cockles, Whether In Shell 0307.71.00.10 Kg Or Not, Chilled"
307710090,"0307710090 Cockles And Ark Shells, Live, Fresh Or Chilled"
307711000,0307711000 Arkshells (Bloody Cockle)
3077110002,03077110002 Arkshells (Bloody Cockle)
3077110003,03077110003 Cockles
